case_id,answer_model,evaluator_group,evaluator_id,criterion_kind,criterion_id,criterion_instance,criterion_type,weight,score,notes
OF-2025-008,Deepseek,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Deepseek,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Deepseek,automated,auto_03,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Deepseek,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Deepseek,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Deepseek,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Deepseek,expert,expert_01,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Deepseek,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Deepseek,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Deepseek,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Deepseek,expert,expert_02,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Deepseek,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Deepseek,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Deepseek,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Deepseek,expert,expert_03,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Deepseek,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Deepseek,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Qwen,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Qwen,automated,auto_01,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Qwen,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Qwen,automated,auto_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Qwen,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Qwen,automated,auto_02,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Qwen,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Qwen,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Qwen,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Qwen,automated,auto_03,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Qwen,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Qwen,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Qwen,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Qwen,expert,expert_01,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Qwen,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Qwen,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Qwen,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Qwen,expert,expert_02,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Qwen,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Qwen,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,Qwen,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,Qwen,expert,expert_03,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,Qwen,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,Qwen,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Yuhub,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Yuhub,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Yuhub,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Yuhub,automated,auto_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Yuhub,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Yuhub,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Yuhub,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Yuhub,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Yuhub,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Yuhub,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Yuhub,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Yuhub,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Yuhub,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Yuhub,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Yuhub,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Yuhub,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Yuhub,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Yuhub,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Yuhub,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Yuhub,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Yuhub,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Yuhub,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Yuhub,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Yuhub,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Deepseek,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Deepseek,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Deepseek,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Deepseek,automated,auto_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Deepseek,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Deepseek,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Deepseek,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Deepseek,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Deepseek,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Deepseek,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Deepseek,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Deepseek,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Deepseek,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Deepseek,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Deepseek,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Deepseek,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Deepseek,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Deepseek,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Deepseek,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Deepseek,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Deepseek,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Deepseek,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Deepseek,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Deepseek,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Qwen,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Qwen,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Qwen,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Qwen,automated,auto_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Qwen,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Qwen,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Qwen,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Qwen,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Qwen,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Qwen,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Qwen,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Qwen,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Qwen,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Qwen,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Qwen,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Qwen,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Qwen,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Qwen,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Qwen,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Qwen,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-009,Qwen,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-009,Qwen,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-009,Qwen,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-009,Qwen,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-010,Yuhub,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Yuhub,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Yuhub,automated,auto_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Yuhub,automated,auto_01,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Yuhub,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Yuhub,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Yuhub,automated,auto_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Yuhub,automated,auto_02,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Yuhub,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Yuhub,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Yuhub,automated,auto_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Yuhub,automated,auto_03,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Yuhub,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Yuhub,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Yuhub,expert,expert_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Yuhub,expert,expert_01,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Yuhub,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Yuhub,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Yuhub,expert,expert_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Yuhub,expert,expert_02,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Yuhub,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Yuhub,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Yuhub,expert,expert_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Yuhub,expert,expert_03,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Deepseek,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Deepseek,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Deepseek,automated,auto_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Deepseek,automated,auto_01,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Deepseek,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Deepseek,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Deepseek,automated,auto_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Deepseek,automated,auto_02,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Deepseek,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Deepseek,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Deepseek,automated,auto_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Deepseek,automated,auto_03,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Deepseek,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Deepseek,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Deepseek,expert,expert_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Deepseek,expert,expert_01,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Deepseek,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Deepseek,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Deepseek,expert,expert_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Deepseek,expert,expert_02,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Deepseek,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Deepseek,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Deepseek,expert,expert_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Deepseek,expert,expert_03,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Qwen,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Qwen,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Qwen,automated,auto_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Qwen,automated,auto_01,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Qwen,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Qwen,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Qwen,automated,auto_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Qwen,automated,auto_02,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Qwen,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Qwen,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Qwen,automated,auto_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Qwen,automated,auto_03,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Qwen,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Qwen,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Qwen,expert,expert_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Qwen,expert,expert_01,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Qwen,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Qwen,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Qwen,expert,expert_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Qwen,expert,expert_02,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-010,Qwen,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-010,Qwen,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-010,Qwen,expert,expert_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-010,Qwen,expert,expert_03,graded,E-04,G03:E-04,effectiveness,3,,
OF-2025-011,Yuhub,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Yuhub,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Yuhub,automated,auto_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Yuhub,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Yuhub,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Yuhub,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Yuhub,automated,auto_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Yuhub,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Yuhub,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Yuhub,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Yuhub,automated,auto_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Yuhub,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Yuhub,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Yuhub,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Yuhub,expert,expert_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Yuhub,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Yuhub,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Yuhub,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Yuhub,expert,expert_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Yuhub,expert,expert_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Yuhub,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Yuhub,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Yuhub,expert,expert_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Yuhub,expert,expert_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Deepseek,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Deepseek,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Deepseek,automated,auto_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Deepseek,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Deepseek,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Deepseek,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Deepseek,automated,auto_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Deepseek,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Deepseek,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Deepseek,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Deepseek,automated,auto_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Deepseek,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Deepseek,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Deepseek,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Deepseek,expert,expert_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Deepseek,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Deepseek,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Deepseek,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Deepseek,expert,expert_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Deepseek,expert,expert_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Deepseek,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Deepseek,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Deepseek,expert,expert_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Deepseek,expert,expert_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Qwen,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Qwen,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Qwen,automated,auto_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Qwen,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Qwen,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Qwen,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Qwen,automated,auto_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Qwen,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Qwen,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Qwen,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Qwen,automated,auto_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Qwen,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Qwen,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Qwen,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Qwen,expert,expert_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Qwen,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Qwen,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Qwen,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Qwen,expert,expert_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Qwen,expert,expert_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-011,Qwen,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-011,Qwen,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-011,Qwen,expert,expert_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-011,Qwen,expert,expert_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-012,Yuhub,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Yuhub,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Yuhub,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Yuhub,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Yuhub,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Yuhub,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Yuhub,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Yuhub,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Yuhub,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Yuhub,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Yuhub,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Yuhub,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Deepseek,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Deepseek,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Deepseek,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Deepseek,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Deepseek,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Deepseek,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Deepseek,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Deepseek,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Deepseek,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Deepseek,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Deepseek,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Deepseek,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Qwen,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Qwen,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Qwen,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Qwen,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Qwen,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Qwen,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Qwen,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Qwen,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Qwen,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Qwen,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-012,Qwen,expert,expert_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-012,Qwen,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-013,Yuhub,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-013,Yuhub,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-013,Yuhub,automated,auto_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-013,Yuhub,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-013,Yuhub,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-013,Yuhub,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-013,Yuhub,automated,auto_02,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-013,Yuhub,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-013,Yuhub,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-013,Yuhub,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-013,Yuhub,automated,auto_03,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-013,Yuhub,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-013,Yuhub,expert,expert_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-013,Yuhub,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-013,Yuhub,expert,expert_01,graded,E-12,G02:E-12,effectiveness,1,,
OF-2025-013,Yuhub,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-013,Yuhub,expert,expert_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-013,Yuhub,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-013,Yuhub,expert,expert_02,graded,E-12,G02:E-12,effectiveness,1,,
